Title,Date,Rating,Author,Summary,OCN,Pros,Cons,Verdict
Bang och Olufsen Beoplay E8 2.0,2019-06-13,9.4,Henrik Ræder Clausen,Trådlösa öronproppar utan aktiv brusreducering.,Hörlurar och headset, Mycket bra ljud,,"Det första intrycket av ljudet är att det är så spatiöst. Här finns massor med plats för röster och instrument. Allt är mycket tydligt definierat och det är lätt att identifiera enskilda instrument i ljudbilden. Det är bett i trummor och slagverk, men det är främst i mellanregister och diskant som Beoplay E8 2.0 levererar. Det är ett sant nöje att lyssna på välgjorda inspelningar."
Canon Zoemini C,2019-06-17,4.3,Morten Skeldal Østergaard,"Canons minikamera skriver ut tagna bilder direkt, men bildkvaliteten är inget vidare.",Kameror, Direktutskrift av bilder, Låg kvalitet,"Bilderna kan sparas på ett micro-sd-kort (ingår inte) och det går även att skriva ut via den tillhörande appen i mobilen. Det går att knäppa bilder via appen och det finns en rad effekter, ramar, och annan grafik som tillsammans med text kan läggas på bilderna. "
Jabra Elite 85H,2019-06-13,9.4,Markus Dahlberg,"Ett par heltäckande hörlurar med fokus på hög ljudkvalitet för både samtal, musik och film, såväl på kontoret som hemma och på resan.",Hörlurar och headset, Välbyggda," Dyra
","Det märks att Jabra har gjort hörlurar ett tag, för det är i detaljerna som Elite 85h utmärker sig. Så fort de viks ihop stängs de av och de startar direkt de sätts på huvudet."
OnePlus 7 Pro,2019-06-26,7.6,Morten Skeldal Østergaard,OnePlus har gjort en ruskigt snabb mobiltelefon med en fantastisk skärm. Dessvärre hänger inte batteriet med.,Telefon, Extremt snabb," Drar mycket ström
","Ett udda problem är skjutreglaget för att ändra telefonen mellan ljudlös, vibration och ringsignal. Det sticker nämligen ut en aning på ena långsidan och vi har flera gånger upplevt att reglaget fastnar i fickkanten när telefonen stoppas ner i fickan, varpå inställningen ändras ofrivilligt."
Ultimate Ears Wonderboom 2,2019-07-03,8.6,Magnus Cold,Ultimate Ears är en vattentät högtalare för poolen och stranden.,Högtalare, Kan spela högt, Droppar när den har torkat,"Det är lätt att ta med sig Wonderboom eftersom den är så kompakt och för att den dessutom är IP67-klassad. Den är alltså dammtät och den kan ligga och skvalpa i poolen en halvtimme utan att ta skada. När högtalaren tas upp ur vattnet torkar den snabbt, men det kan ändå droppa om den ett bra tag eftersom det samlas en del vatten innanför tyget."
Sandberg USB-C AC Charger PD 90W,2019-07-06,9.1,Henrik Ræder Clausen,Universalladdare med automatiskt spänningsval för usb c-enheter.,Diverse, Hög kapacitet," Tar mycket plats i vägguttaget
","Det hela fungerar perfekt. Med en effekt på 90 watt går det att ladda en dator på en timme och mobiltelefoner med snabbladdningsteknik går förstås ännu snabbare. Faktum är att laddaren nästan är onödigt kraftfull eftersom många datorer inte kan dra nytta av laddarens 90 watt. Då kan man nöja sig med Sandbergs 65-wattsladdare i stället, som är 130 kronor billigare."
Trust GXT 161 Disan Wireless Gaming Mouse,2019-07-06,7.4,Henrik Ræder Clausen,Trådlös mus med hastighetsknapp och programmerbara knappar.,Mus, Hög precision," Instabilt batteri
","Inställningsprogrammet är ett nöje att använda. Det ger god kontroll över alla inställningar, inte minst känsligheten (i praktiken hur snabbt pekaren rör sig), och alla knappar kan programmeras om med andra funktioner. Det går även att lägga till makron till en knapp, vilket rätt använt kan spara mycket tid."
MSI GL63 8SE,2019-07-06,9.0,Morten Skeldal Østergaard,MSI GL63 är en speldator med i för genren klassiskt svart och rött.,Dator, Snabb," Ljussvag skärm
","Tacknämligt nog har skärmen en matt yta som trollar bort i stor sett alla reflexer. Tyvärr är skärmen ganska ljussvag, så det kan vara svårt att se bilden om man arbetar i alltför starkt dagsljus."
Skullcandy Indy,2019-06-28,7.8,Markus Dahlberg,Trådlösa öronproppar med 16 timmars batteritid och laddare och fodral i ett.,Hörlurar och headset, Rimligt pris, Enkel ljudbild,Å andra sidan är det mindre roligt att Skullcandy håller fast vid gamla Micro-usb för laddningen av fodralet. Nu är det ju usb c som gäller i allt ­högre grad.
Denver Frameo PFF-1011,2019-07-26,8.7,Morten Skeldal Østergaard,Frameo PFF-1011 är en bra lösning på problemet att skicka bilder till mindre tekniskt kunniga familjemedlemmar.,Diverse, Ljusstark," Låg upplösning
","Allt detta ändrar Frameo på nu. För att fylla på med bilder är det en app i mobilen som gäller. Det går till och med att skicka bilder till ramen på distans, så länge den är ansluten till internet förstås. I appen väljs en eller flera bilder och så skickas de direkt till ramens minne. Bilderna kan ställas in att visas liggande eller stående och det går att knyta flera Frameo till appen och skicka olika bilder till dem."
Kingston IronKey D300 128 GB,2019-07-07,7.2,Henrik Ræder Clausen,Tåligt och extremt säkert usb-minne.,Usb-minnen, Ruskigt snabbt, Extremt dyr,
iPad Air (2019),2020-01-17,9.3,Morten Skeldal Østergaard,iPad Air har en lite större och bättre skärm än vanliga iPad.,Pekdator, Snabb," Bara högtalare i botten
","Det finns bara högtalare i botten på iPad Air, så om du vrider på surfplattan för att titta på film kommer det bara ljud från ena sidan. Apple borde ha installerat fyra högtalare så att det blir stereoljud oavsett på vilken ledd du håller enheten."
Apption Labs Meater+,2019-07-23,9.6,Morten Skeldal Østergaard,Meater+ är ett spjutspetsverktyg för den ambitiöse grillmästaren.,Diverse, Mäter dubbla temperaturer,,En kul detalj i sammanhanget är att det går att följa tillagningen från början till slut. Appen visar bland annat en graf över hur temperaturen har varierat under tiden. 
Sony UBP-X800M2,2019-07-23,7.2,Morten Skeldal Østergaard,"En Blu-rayspelare som klarar ultra hd, det vill säga 4K-filmer.",Mediespelare, Hög 4K-kvalitet, Dåligt menysystem,Blu-ray har näppeligen framtiden för sig i dessa dagar när bredbandsanslutningarna blir allt snabbare och stabilare. Det är ju mycket smidigare att strömma film än att köpa en silvrig plastskiva och dra i gång den. Därför är det synd att UBP-X800M2 inte fungerar lika bra som mediespelare som Blu-rayspelare.
Trust Omni Plus Metal,2019-07-23,8.8,Morten Skeldal Østergaard,En powerbank med mycket hög kapacitet på 20 000 milliamperetimmar.,Portabelt batteri, Hög kapacitet," Tung
","När en stor telefon eller surfplatta ska laddas är det välkommet om det går undan. Omni Plus ger hela 15 watt via usb c-porten och 18 watt via den vanliga usb-porten. Den sistnämnda stöder även snabbladdning (QC 3.0), en funktion som finns i exempelvis nyare Android-­telefoner."
Ikea Symfonisk,2019-07-25,9.2,Morten Skeldal Østergaard,Ikea och Sonos har tagit fram en lyckad kombination av en bordslampa och en högtalare som kan styras med mobilen via wi-fi.,Högtalare, Bra ljud," Ingen digital assistent
","På båda högtalarna finns det tre knappar för att styra uppspelningen av musiken. På lampan finns det dessutom en ratt för att tända och släcka ljuset. Lampan fungerar med vilken glödlampa som helst med E14-fattning, men roligast blir det med en av Ikeas lampor i serien Trådfri som styrs via Ikeas app Trådfri."
Microsoft Surface Go,2019-07-25,8.8,Morten Skeldal Østergaard,Microsoft Surface Go är en välbyggd pekdator med Windows 10.,Pekdator, Hög byggkvalitet," Kan bli väldigt varm
","Laddkontakten är en nyhet i sammanhanget, även om alla gamla MacBook-användare känner igen sig. Den är nämligen magnetisk och snäpper fast så fort man för kontakten mot laddporten i datorn. Det är smart, bekvämt och genialt i sin enkelhet. Apple har ju av någon anledning slutat med detta, men Microsoft har uppenbarligen förstått finessen."
Dyson Pure Hot+Cool,2019-07-27,8.3,Testzonen,Appstyrd luftrenare med annorlunda design. Kan fungera som fläkt som antingen kyler eller värmer.,Diverse, Bra kyl- / värmeeffekt," Dyr
",Det fina är att Pure är lika användbar på vintern som på sommaren. När det är varmt ger den riktigt hyfsad kyl­effekt och eftersom den kan rotera klarar den att hålla ett mindre rum relativt svalt. Som värmekälla fungerar den ännu bättre. Vi har provat den i ett svalt vardagsrum på 30 kvadratmeter och den har kraft nog att få upp temperaturen till behagliga nivåer ­relativt kvickt.
Elgiganten/Cewe,2019-11-07,9.6,Morten Skeldal Østergaard,Jämförande test av fotokalendrar,Diverse, Jättebra program, Slarvig inpackning,"Efter fem vardagar kom kalendern med posten, och här upplevde vi det enda negativa med vår beställning hos Elgiganten och CEWE. Kalendern levererades i ett kraftigt papperskuvert, men det hade blivit något fel vid paketeringen så att lim från förslutningen ohjälpligt hade klistrat ihop vår kalender. Tur i oturen var att limmet nästan uteslutande satt på en omslagssida som gick att ta bort utan att det påverkade månadsvisningen, men det ger ett dåligt första intryck när man med spänning försöker packa upp sin nya kalender."
Huawei 4G Router B525,2019-08-12,9.2,Henrik Ræder Clausen,WiFi 5-router med 4G-modem.,Router, Bra instruktioner," Mobiltäckning begränsar hastigheten
","Routerns huvudsakliga funktion är den mobila bredbandsanslutningen, men det trådlösa nätverket överraskar genom att vara riktigt bra. Vi når hela 442 megabit i sekunden, vilket är helt i paritet med andra Wi-Fi 5-routrar (802.11ac)."
AVM FRITZ! Repeater 3000,2019-08-20,8.2,Henrik Ræder Clausen,Repeterare med tre band för att förlänga ett trådlöst nätverk.,Router, Enkel installation," Dyr
",FRITZ! Repeater 3000 kan även anslutas med en nätverkskabel till routern och då mäter vi fina 300 megabit per sekund omkring routern. Eftersom det finns två fasta nätverksuttag går det att ansluta enheter via kabel till FRITZ! Repeater. Det är en bra extrafunktion.
TP-Link Kasa Cam Outdoor KC200,2019-08-23,9.4,Morten Skeldal Østergaard,En väderbeständig övervakningskamera för utomhusbruk.,Övervakningskamera, Full hd och bra mörkerseende,,Allt som kameran spelar in sparas utan extra kostnad på TP-Links servrar och det går att bläddra bland inspelningarna via appen. I det abonnemang som ingår sparas allt inspelat material i två dagar. Mot en abonnemangskostnad på mellan fyra och sju dollar per månad kan filmerna sparas i upp till en månad. Vi har även testat kameran tillsammans med Google-assistenten och det är inga problem alls att visa inspelningarna på vardagsrums-tv:n via Googles lilla mediespelare Chromecast.
D-Link DCS-2802KT-EU,2019-09-02,8.7,Morten Skeldal Østergaard,Övervakningskamera som kräver en hubb för att fungera.,Övervakningskamera, Enkel installation," Kräver hubb
","Om något händer och kamerorna fångar någon som inte ska vara i närheten av ditt hem, går det att via appen starta en siren som tjuter med 100 decibel och som lär skrämma vem som helst."
Foto.com,2019-11-07,,Morten Skeldal Østergaard,Jämförande test av fotokalendrar,Diverse, Snygg kalender, Rörigt program,"Det finns varken synliga redskap eller högerklicksmeny när du redigerar kalendern, så det kan vara väldigt svårt att veta hur du ska bearbeta bilderna. Av en tillfällighet upptäckte jag att det går att få fram en liten meny genom att dubbelklicka på en bild. Det gjorde det bland annat möjligt att vrida bilden 90 grader, men generellt saknas det verktyg för att redigera bilder i programmet. Det är för besvärligt att bearbeta kalendern så att den blir som du vill ha den."
HP LaserJet Pro MFP M28W,2019-08-23,8.6,Morten Skeldal Østergaard,En driftsäker liten monokrom laserskrivare från HP.,Skrivare, Skarpa utskrifter,,"Detta är en komplett lösning som täcker in alla behov av dokumentutskrifter, kopiering och bildläsare. Den rekommenderade maximala utskriftsvolymen är 2 000 sidor i månaden."
Netgear Nighthawk RAX40,2019-08-24,8.4,Henrik Ræder Clausen,Wi-Fi 6-router med stöd för VPN.,Router, Höga topphastigheter," Medelmåttig räckvidd
","Vid dagligt bruk uppför sig RAX40 oklanderligt – så länge man inte förväxlar WPS-knappen med Stänga av Wi-Fi-knappen. Räckvidden är utmärkt, även om den inte når upp till de vassaste konkurrenterna. En annan positiv detalj är att ström­förbrukningen är ovanligt låg."
Logitech Logi Circle 2,2019-09-02,9.3,Morten Skeldal Østergaard,Logi Circle 2 är en strålande övervakningskamera med en genomarbetad app och gott om bra konfigurationsmöjligheter.,Övervakningskamera, Enkel installation," Kort räckvidd
","Kameran fungerar tillsammans med digitala assistenter som Alexa, Apple HomeKit och Google Assistent. Jag anslöt utan problem kameran till Google Assistent, och det enda jag behövde göra för att titta på kamerans realtidsvisning på tv:n var att säga ”Visa huskameran på tv:n” till Google Assistent. Det är imponerande smidigt."
Asus Zenfone 6,2019-08-30,9.0,Morten Skeldal Østergaard,Zenfone 6 är en prestandatung mobiltelefon till ett mycket smakligt pris.,Telefon, Billig," Ej trådlös laddning
","Batteriet är på hela 5 000 milliamperetimmar. Det är kraftfullt och räcker i nästan två dygn vid normal användning. Nackdelen är att Zenfone 6 blir ganska tung och att det faktiskt kan kännas jobbigt att hålla i den under längre stunder. Vi får inte heller någon trådlös laddning, men väl en usb c-port för laddning. Alltid något."
